experiment_name,model_key,training_mode,error_type,text,true_label,predicted_label,confidence_score,label,fold,source_index
mbert-cross-validation,mbert,cross-validation,false_positive,ຕັດເງິນແຕ່ເນັດບໍ່ໄດ້,0,1,0.585901,0,2.0,5008.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າແອັບບໍ່ໄດ້ຕະຫຼອດແຖມບໍ່ເຫັນທາງບໍລິສັດມີການປັບປຸງຫຍັງເລີຍ,0,1,0.585901,0,2.0,5011.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອັບເດດໃຫມ່ແລ້ວເຂົ້າບໍ່ໄດ້,0,1,0.585901,0,2.0,5032.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຢາກໄຫ້ປັບປຸງລະບົບກຽວກັບການບ໋ອກເພາະບາງໂພດບໍໄດ້ກຽວກັບອຸສຸດສົງຄາມແຕກະເຕືອນບ໋ອກບອກວ່າຄ້າຂາຍອາວຸດສົງຄາມທັງໆທິບໍມີແລະຢາກໄຫ້ປັບປຸງໂພ້ດສັດເຊັ່ນໄກ່ໂພ້ດຫຼີ້ນກະບ໋ອກຢາກໄຫ້ປັບປຸງຈຸດດຽວຄືຢາກໄຫ້ໂພ້ດໄກ່ໄດ້ເທົ່ານັ້ນເພາະທີຜ່ານມາກໍບໍມີຮູບເປືອນຫຼືບໍດີແຕເຟດດັນບ໋ອກເກືອບທຸກໂພ້ດປັບປຸງໄຫ້ແນ່,0,1,0.585901,0,2.0,5061.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບໍ່ສາມາດເປີດໄດ້ໃນໂຟນເດີທີປອດໄພ,0,1,0.585901,0,2.0,5065.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າຮອດບໍ່ໄດ້ໃສ່ລະຫັດກະໃຫ້ໃສ່ອີກ,0,1,0.585901,0,2.0,5070.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຫນູນວົງລໍບໍ່ໄດ້ດາຕ້າແກ້ໄຂດ່ວນ,0,1,0.585901,0,2.0,5087.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບໍ່ເປັນຕາສະແດກ,0,1,0.585901,0,2.0,5119.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອັບເດດເຮັດຫຍັງກໍ່ບໍ່ໄດ້,0,1,0.585901,0,2.0,5156.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄາສາຍເປັນຫຍັງມັກລຸດເອງໂດຍທີເຮົາບໍໄດ້ວ່າງ,0,1,0.585901,0,2.0,5175.0
mbert-cross-validation,mbert,cross-validation,false_positive,ລົງທະບຽນກະບໍ່ໄດ້ເບິ່ງເຄື່ອງກະບໍ່ໄດ້,0,1,0.585901,0,2.0,5191.0
mbert-cross-validation,mbert,cross-validation,false_positive,ໃສ່ເພງບໍ່ໄດ້ອ່າໂຄດແຢ້,0,1,0.585901,0,2.0,5201.0
mbert-cross-validation,mbert,cross-validation,false_positive,ລະບົບລອກສັ່ງອາຫານບໍ່ໄດ້ຊົມ,0,1,0.585901,0,2.0,5217.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບຫາຍັງຮຸປັນຍາອ່ອນນຫຼາຍຍສູນຈ້າ,0,1,0.585901,0,2.0,5230.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຢ່າໃຊ້ເດີແອັບນີ້ນະມຸນເງີນກະບໍ່ໄດ້ມີແຕ່ໃຫ້ເຊີນເພື່ອນກັບຟັງເພງໆບາງອັນກະໃຊ້ບໍ່ໄດ້ຊໍ້າບອກເລີຍໃຜສິໃຊ້ໃຫ້ຄິດດີໆເດີເພາະບໍ່ດີແຮງໆໆ,0,1,0.585901,0,2.0,5288.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແມ່ນຫຍັງຕັ້ງແນວໃດໂຄດຍາກລະຫັດແນະນໍາບອກບໍ່ບັງຄັບແຕ່ສິເອົາໃສມາໃສ່,0,1,0.585901,0,2.0,5293.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອບເດັງອອກເອງ,0,1,0.585901,0,2.0,5313.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອ່ອຍກໍາລັງມາແຕ່ທະນາຄານເຂົ້າໄດ້ແຕ່ພໍເຂົ້າໃຫມ່ພັດວ່າລະຫັດບໍ່ຖືກຕ້ອງ,0,1,0.585901,0,2.0,5314.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແກ້ໄຂເວລາຫມຸນແນ່ຖືກຕາຍແຕ່ຟັງເພງກັບໂພສອັບເດ,0,1,0.585901,0,2.0,5344.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເວລາປັ່ນດາຕ້າປັ່ນໄດ້ແຕ່ແຊຮລົງເຟສບໍ່ໄດ້ແກ້ໄຂດ່ອນໆ,0,1,0.585901,0,2.0,5347.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຫວຍແຕກ,0,1,0.585901,0,2.0,5367.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເລືອກເພງໃສ່ສະຕໍຣີ່ບໍ່ໄດ້,0,1,0.585901,0,2.0,5377.0
mbert-cross-validation,mbert,cross-validation,false_positive,ໃຊ້ບໍ່ໄດ້,0,1,0.585901,0,2.0,5427.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າແອັບໄດ້ເບິ່ງtvບໍໄດ້ທຸກຊ່ອງ,0,1,0.585901,0,2.0,5435.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແມ່ມຶງຫຍັງກູບໍ່ໄດ້ໂທຫາໃຜບາດຜູ້ວາວໂທຫາກູເສືອກວ່າຕິດສາຍອື່ນແກ້ໄຂເດີສູ່,0,1,0.585901,0,2.0,5460.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຍິ່ງອັບເດດຍິ່ງຫລີ້ນບໍ່ໄດ້,0,1,0.585901,0,2.0,5476.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບໂຄດກາກເລີຍໂຫລດມາກະລົງທະບຽນບໍ່ໄດ້ເຮັດໃຫ້ມັນສົມບູນກ່ອນເດີຈຶ່ງເອົາມານໍາໃຊ້,0,1,0.585901,0,2.0,5486.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເປິດໄມ້ໃດ້,0,1,0.585901,0,2.0,5496.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບເປັນຫຍັງຄືເປີດບໍ່ໄດ້ຂ້ອຍຖືກເລກນີ້ນະ,0,1,0.585901,0,2.0,5498.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອັບເດດບໍ່ໄດ້ຫລາຍມື້ແລ້ວ,0,1,0.585901,0,2.0,5502.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບັງຄັບໃຫ້ອັບເດດ,0,1,0.585901,0,2.0,5531.0
mbert-cross-validation,mbert,cross-validation,false_positive,ລືມລະຫັດເຂົ້າກິທີກໍ່ບໍໄດ້ເບືອ,0,1,0.585901,0,2.0,5542.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບໍ່ມັກທີ່ວ່າຖ້າໃສ່ວ່າຈໍາລະຫັດຜ່ານເວລາອອກລະບົບມາແລ້ວຈະເຂ້າອີກພຽງແຕ່ຄຼິດໃສ່ມາເຂ້າໄປເລີຍບໍ່ຢາກໃຫ້ເປັນແບບນີ້ຢາກໃຫ້ຄຼິດເຂ້າລະບົບແລ້ວຄ່ອຍເຂ້າມັນຈຶ່ງດີ,0,1,0.585901,0,2.0,5545.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຫລີ້ນຟີບໍ່ໄດ້ບໍ່ບໍ່ມີເນັດເບິ່ງຮູບບໍ່ໄດ້ແກ່ໄດ້ກະແກ້ໃຫ້ແນ່,0,1,0.585901,0,2.0,5591.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບຄ້າງໃຊ້ຢາກພາສາລາວກະບໍ່ໄດ້ເອົາ1ດາວພໍ,0,1,0.585901,0,2.0,5606.0
mbert-cross-validation,mbert,cross-validation,false_positive,ໂຂສະນາຫລາຍໂພດ,0,1,0.585901,0,2.0,5608.0
mbert-cross-validation,mbert,cross-validation,false_positive,ມີແຕ່ໂຄສະນາເຕັມເລີຍ,0,1,0.585901,0,2.0,5615.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເສຍເງິນລ້າໆໄປສ່ນໍ້າມັນໂອນລະມັນບໍ່ແຈ້ງບິນ,0,1,0.585901,0,2.0,5671.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຂຶ້ນຕິດຕັ້ງບໍ່ໄດ້ເຮັດຈັ່ວໄດກະບໍໄດ້,0,1,0.585901,0,2.0,5672.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄວນປັບປຸ່ງໃຫມ່ແນ່ເດີເຂົ້າກະເດັ້ງອອກຄືນຕະຫລອດ,0,1,0.585901,0,2.0,5692.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຊ້າຄືເຕົ່າ,0,1,0.585901,0,2.0,5733.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄວາຍໂຕເລກສີອອກພັດຊື້ບໍ່ໄດ້ໄປຕາຍສະໂຊກໄຊ,0,1,0.585901,0,2.0,5766.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບໍມັກ,0,1,0.585901,0,2.0,5772.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຕິດຕັ້ງແມ່ມັນໂຄດດົນ,0,1,0.585901,0,2.0,5776.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອັບເດນສ້າມາກ,0,1,0.585901,0,2.0,5787.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອັບເດດແຮງຢາກກວ່າເກົ່າ,0,1,0.585901,0,2.0,5811.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບໍ່ປອດໄພແຕ່ຈໍາເປັນຕ້ອງໃຊ້,0,1,0.585901,0,2.0,5813.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອັບເດດດຸແອັບບິ,0,1,0.585901,0,2.0,5815.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຕິດຕັ້ງແລ້ວເຂົ້າບໍ່ໄດ້ເດີປັບປຸງດ່ວນ,0,1,0.585901,0,2.0,5816.0
mbert-cross-validation,mbert,cross-validation,false_positive,ປັນຍາອ່ອນ,0,1,0.585901,0,2.0,5818.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຟສຖືກປິດກັນ,0,1,0.585901,0,2.0,5849.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າຄຶີບໍ່ໄດ້ປານນີ້,0,1,0.585901,0,2.0,5859.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຍອມຈັງແມ່ນວ່າລົງຍາກລົງຊາເນາະລົງທະບຽນໄປແລ້ວກະຍັງກັບມາລົງທະບຽນຄືນອີກຄືເກົ່າກະເຮັດຕາມຂັ້ນຕອນທີ່ບອກທຸກຢ່າງກະຍັງບໍ່ໄດ້ຈັກສິເຮັດມາເພື່ອຫຍັງຄັນສິຍາກປານນີ້,0,1,0.585901,0,2.0,5867.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບນີ້ບໍ່ສົ່ງລະຫັດໃຫ້ເລີຍ,0,1,0.585901,0,2.0,5879.0
mbert-cross-validation,mbert,cross-validation,false_positive,ດຽວນີ້ແອັບເປັນຫຍັງຫມຸນກະບໍ່ໄດ້,0,1,0.585901,0,2.0,5880.0
mbert-cross-validation,mbert,cross-validation,false_positive,ດຽ່ວນີ້ຄືບໍໄດ້ເງີນໂທແລ້ວເຈົ້າ,0,1,0.585901,0,2.0,5881.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບກາກ,0,1,0.585901,0,2.0,5916.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄ່າສົ່ງເພງ,0,1,0.585901,0,2.0,5925.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄືເປັນຮ້າຍແທ້ເຮັດຫຍັງກະບໍ່ໄດ້ໂຄເປັນຮ້າຍຊ້າງມາເພື່ອຫຍັງຕອນນັ້ນກະພໍໃຊ້ໄດ້ຕອນນີ້ຄືກາກແທ້ນີ້ບໍ່ແອັດລາວເປັນຕາອາຍແທ້ຖ້າມັນເປັນຮ້າຍສ່ໍານີ້ກະບໍ່ຕ້ອງເຮັດສາເດີ້ອາຍປະເທດອື່ນເຂົາ,0,1,0.585901,0,2.0,5939.0
mbert-cross-validation,mbert,cross-validation,false_positive,ມັນຄືບໍ່ໄດ້ເນັດເລີຍເຮັດຈັງໄດກະ,0,1,0.585901,0,2.0,5969.0
mbert-cross-validation,mbert,cross-validation,false_positive,ໃຫ້ອັບເດດແລ້ວກະເຂົ້າຟັງເພງກະບໍ່ໄດ້ເຮັດແນວໃດນີ້,0,1,0.585901,0,2.0,5993.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອບຕັ້ງບໍ່ໃດ້ປັບປຸງແນ່ເດີ,0,1,0.585901,0,2.0,6017.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄ່າສົ່ງແພງ,0,1,0.585901,0,2.0,6052.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບໍ່ໄດ້ການ,0,1,0.585901,0,2.0,6054.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອັບເດດໄຫມ່ຮອບຫນູນບໍ່ມີມັນໄປໃສລະບໍ່ມີຮອບຫນູນຊີໂຫລດມາທໍາໄຮ,0,1,0.585901,0,2.0,6067.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າບໍ່ໄດ້ເລີຍ,0,1,0.585901,0,2.0,6085.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຫມູນກະໃຫ້ແນ່ເນັດຫຼຶເງີນຫ້ະຖຶກແຕ່ອັນເກົ່າເລີຍໆມີແຕ່ເຊີນຫມູ່ໃຊ້ແອັບຈົນລໍາຄານຫມູນຫຍັງດະບໍ່ໄດ້ກະເຮັດເກີນໄປ,0,1,0.585901,0,2.0,6087.0
mbert-cross-validation,mbert,cross-validation,false_positive,ລົດເຫລືອ2ດາວເພາະບັກຫລາຍໂພດ,0,1,0.585901,0,2.0,6110.0
mbert-cross-validation,mbert,cross-validation,false_positive,ມີຮ້ານຂາຍອາຫານຫນ້ອຍໂພດ,0,1,0.585901,0,2.0,6111.0
mbert-cross-validation,mbert,cross-validation,false_positive,ສົນທະນາບໍ່ໄດ້,0,1,0.585901,0,2.0,6122.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເອົາໄປ1ດາວກ່ອນຄັນເຂົາຕອບແຊັດຂ້ອຍແລະຈັ່ງໃຫ້ເຕັມດາວ,0,1,0.585901,0,2.0,6138.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແມ່ນອີຫຍັງມາລັອກບັນຊີກັນນິ,0,1,0.585901,0,2.0,6148.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຕິດຕັ້ງໂຄດພໍໂຄດແມ່ເຫິງ,0,1,0.585901,0,2.0,6156.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແພັກແກັດນ້ອຍດຽວ,0,1,0.585901,0,2.0,6171.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອບໂງ່ໆລະບົບແອບກະໂງ່ຕັ້ງໃຈເຮັດໃຫ້ມັນດີໆແນ່ຕັວ,0,1,0.585901,0,2.0,6234.0
mbert-cross-validation,mbert,cross-validation,false_positive,ດາວໂດດຍາກຫຼາຍ,0,1,0.585901,0,2.0,6245.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າແອັບປັບເດ່ງໄປລິ້ງອິຫຍັງກະບໍ່ຮູ້ແກ້ໄຂ່ເປັ່ນຍູ່ບໍ່ເປັ່ນກະພາກໄວ້ແນ່,0,1,0.585901,0,2.0,6256.0
mbert-cross-validation,mbert,cross-validation,false_positive,ມີແຕ່ໄຫ້ອັບເດດຕະຫລອດບໍ່ອັບເດດກະເຮັດນັ້ນນີ້ບໍ່ໄດ້,0,1,0.585901,0,2.0,6275.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຕອນນີ້ອັບເດດໃຫມ່ເຂົ້າໃຊ້ງານແອັບບໍ່ໄດ້ເລີຍ,0,1,0.585901,0,2.0,6282.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄື່ສ້າງບັນຊີບໍ່ໄດ້,0,1,0.585901,0,2.0,6286.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແກ້ໄຂດ່ວນແອັບມີປັນຫາຫລາຍຢ່າງ,0,1,0.585901,0,2.0,6296.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າບໍ່ໄດ້2ມື້ແລ້ວກວດເບິ່ງໃຫ້ແດ່ເດີ້,0,1,0.585901,0,2.0,6303.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຂຶ້ນແຕ່ເຄື່ອງສຽງຊອກອັນອື່ນບໍ່ມີ,0,1,0.585901,0,2.0,6307.0
mbert-cross-validation,mbert,cross-validation,false_positive,ໂຄສະນາຫລາຍເກີນໄປ,0,1,0.585901,0,2.0,6328.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບເລີ່ມບໍ່ໄດ້ຄຸນນະພາບລະເດີແຕະເຂົ້າສາມແກຼັບກະບໍ່ໄດ້ສົ່ງແຕ່ໂຕຕວດອຸນຫະພູມລະກະຢູ່ແຕ່ຫນ້ານີ້ບໍ່ໄປໃສເລີຍລົງທະບຽນກະບໍ່ໄດ້,0,1,0.585901,0,2.0,6336.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຕັ້ງບໍ່ໄດ້ໂຄສະນາຄືໆ,0,1,0.585901,0,2.0,6337.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບັນຊີເບີເປັນຫຍັງຄືບໍເຮັດໃຫ້ມັນມີqrກັກໄວ້ຫາສິແຕກຫຍັງເຮັດໃຫ້ມັນຍຸ້ງຍາກເຮັດຫຍັງເຮັດປານຄົນບໍ່ມີຄວາມຄິດນິແລະ,0,1,0.585901,0,2.0,6349.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຂີ້ຖີສັ່ງແມ່ມຶງແທ້ຄັນຂິ້ຖີ່ປານນີ່ປິດສາແອັປບໍ່ຊົງນີ້ໂຄດກາກແອບບໍ່ຊົງ,0,1,0.585901,0,2.0,6361.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຫ່ວຍແຕກຂະຍະ,0,1,0.585901,0,2.0,6370.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບາງຮ້ານອາຫານບໍ່ຕົງປົກ,0,1,0.585901,0,2.0,6379.0
mbert-cross-validation,mbert,cross-validation,false_positive,ມັນເຂົ້າແອັບບໍ່ໄດ້ຕ້ອງເຮັດແນວໃດ,0,1,0.585901,0,2.0,6398.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບໂຄດກາກດງວນີ້ບໍ່ຄືເກົ່າພໍລີ້ພໍໆແບບນີ້ບໍ່ໄຫວນໍາລະກາກແຮງແອັບນີ້ບໍ່ໃຊ້ແລ້ວ,0,1,0.585901,0,2.0,6414.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຈັກແມ່ນຄວາຍຫຍັງກັບການຊື້ດາຕ້າປ່ຽນໄປປ່ຽນມາຕະຫຼອດສູເຮັດແມ່ຫຍັງ,0,1,0.585901,0,2.0,6432.0
mbert-cross-validation,mbert,cross-validation,false_positive,ໂຄດຄວາຍເລີຍ,0,1,0.585901,0,2.0,6434.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຈາແຮະສອນຄົນລາວຖ້າດ້ວຍເຫດເຫດຜົນທີ່ຍັງບໍ່ໄດ້ເຂົ້າໃຈ,0,1,0.585901,0,2.0,6435.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄ້າງກະຄ້າງ,0,1,0.585901,0,2.0,6437.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຕິດຕັ້ງບໍໄດ້,0,1,0.585901,0,2.0,6470.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອັບເດດຫຼາຍໂພດ,0,1,0.585901,0,2.0,6509.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າບໍໄດ1ດາວກະພໍ,0,1,0.585901,0,2.0,6516.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຕີມບັດລາຍເດືອນບໍ່ພໍໃຊ້ເປີອແທ້ແຕ່ກີ້ເຫລືອໃຊ້ເຕີມຫລາຍກະບໍ່ພໍໃຊ້,0,1,0.585901,0,2.0,6554.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຊ່ວງນີ້ເຕີມບັດບໍ່ໄດ້ເປີເຊັນເລີຍ,0,1,0.585901,0,2.0,6556.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຍາກຫລາຍ2ດາວພໍ,0,1,0.585901,0,2.0,6559.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອັບເດດຊ້າໆອັບສໍາເລັດເດັ້ງອອກປັບປຸງແນ່ເດີ,0,1,0.585901,0,2.0,6576.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບໍ່ດີເລີຍຂ້ອຍຖືກມື້ນີ້2ໂຕ3ພັນບໍ່ເຫັນໂອນມາເລີຍ,0,1,0.585901,0,2.0,6577.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄໍາຖວາຍນ້ໍາຫອມສົງພຣະໃນຮູບການທີ່,0,1,0.585901,0,2.0,6587.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຄວນແກ້ໄຂລະບົບການຖ່າຍຮູບໃຫມ່,0,1,0.585901,0,2.0,6600.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຕີມບັດກະບໍ່ໄດ້ເຮັດຫຍັງກະບໍ່ໄດ້,0,1,0.585901,0,2.0,6607.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າແລ້ວເດັ່ງອອກຕະຫລອດ,0,1,0.585901,0,2.0,6618.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຈະອັບເດດແອັບແລ້ວຄືອັບເດດບໍ່ໄດ້,0,1,0.585901,0,2.0,6619.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບໍ່ເຫັນສິໄຫ້ດາຕ້າເອົາສອງດາວໄກ່ອນ,0,1,0.585901,0,2.0,6620.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເປັນຫຍັງແອັດຄືອັດແດດຕະຫຼອດ,0,1,0.585901,0,2.0,6635.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັດນີ້ບໍ່ດີຂື້ນທຸນວັນຕອນແລກແທ້ດີແຕ່ຕອນນີ້ບໍ່ໄດ້ເລື່ອງເປັນຮ້າຍຂື້ນຕໍ່ນ້າທໍາມະດາກະເຫັດໃຫ້ມັນດີຂື້ນແຕ່ເປັນຮ້າຍແທ້,0,1,0.585901,0,2.0,6657.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເກັບໄວ້ໃຫ້ພໍ່ໃຫ້ແມ່ມືງໃຊໂລດສັນຍານໂຄນກາກ,0,1,0.585901,0,2.0,6674.0
mbert-cross-validation,mbert,cross-validation,false_positive,ອິນເຕີເນັດຊ້າ,0,1,0.585901,0,2.0,6679.0
mbert-cross-validation,mbert,cross-validation,false_positive,ສະແກນເຕີນບັດກະຍາກບໍ່ໄດ້ຈັກເທືອ,0,1,0.585901,0,2.0,6686.0
mbert-cross-validation,mbert,cross-validation,false_positive,ໂຫຼດມາແລ້ວຈອງລົດຍາກ,0,1,0.585901,0,2.0,6701.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແບບເກົ່າດີກວ່າອັນນິບະຈັກແມ່ນຫຍັງອັບເດດດ້ອຍພັດທະນາເກິນ,0,1,0.585901,0,2.0,6704.0
mbert-cross-validation,mbert,cross-validation,false_positive,ໂອນເງິນບໍ່ໄດ້,0,1,0.585901,0,2.0,6709.0
mbert-cross-validation,mbert,cross-validation,false_positive,ປັບປຸງແນ່ຈ່າຍຄ່ານ້ໍາຄ່າໄຟບໍ່ໄດ້,0,1,0.585901,0,2.0,6714.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເນັດຕອນແລງກາກຫລາຍບໍ່ໄດ້ຮອດເຄິ່ງຫນຶ່ງຕອນເຊົ້າຊ້ໍາຄວນປັບປຸງແນ່ເຫັນບອກສິປັບປຸງແຕ່ດົນລະ,0,1,0.585901,0,2.0,6743.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຮັດພາລະກິດບໍ່ໃດ້ປັບປຸງແດ່,0,1,0.585901,0,2.0,6769.0
mbert-cross-validation,mbert,cross-validation,false_positive,ປຽ່ນບໍໄດ້ຊື່ເຟັດ,0,1,0.585901,0,2.0,6776.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຫລີ້ນວັງລ່ບໍ່ໄດ້ຄຶວ່າເລີຍ,0,1,0.585901,0,2.0,6793.0
mbert-cross-validation,mbert,cross-validation,false_positive,ບໍ່ໄດ້ເລື່ອງ,0,1,0.585901,0,2.0,6800.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຍາກກ່ວາເກົ່າ,0,1,0.585901,0,2.0,6814.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຂີ້ກາກແຮງອາຫລີ,0,1,0.585901,0,2.0,6826.0
mbert-cross-validation,mbert,cross-validation,false_positive,ດາວໂຫຼດເມເຊັນເຈີບໍ່ໄດ້ຂັດຂ້ອງແນວໃດແກ້ໄຂດ່ວນແດ່,0,1,0.585901,0,2.0,6830.0
mbert-cross-validation,mbert,cross-validation,false_positive,ກະລຸນາປ່ຽນແປງໃຫ້ມັນລົງທະບຽນງ່າຍກວ່ານີ້ແດ່ລົງທະບຽນຍາກໂພດ,0,1,0.585901,0,2.0,6840.0
mbert-cross-validation,mbert,cross-validation,false_positive,ມັນຄືເຂົ້າບໍ່ໄດ້ເລີຍ,0,1,0.585901,0,2.0,6848.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເຂົ້າຫາລະບົບບໍ່ໄດ້ຂໍແນະນໍາດ້ວຍ,0,1,0.585901,0,2.0,6870.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບຄວຍຫຍັງບຸເຮັດມາໃຫ້ຍາກລ່ະລ້າລົງທະບຽນຈັກທໍ່ໃດ໋ກະບໍ່ຜ່ານໆບໍາໄດ້ຊາດນິຄືສິບໍ່ໄດ້ໃຊ້ເບີນິນະເຮັດມາຍາກຫຍັງໂພດໂພປັບປ່ຽນແນ່ເດີເຮັດມາຍາກຄວຍ,0,1,0.585901,0,2.0,6887.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອັບນີ້ລົງທະບຽນໄດ້ເທື່ອດຽວຫວາ,0,1,0.585901,0,2.0,6909.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເມື່ອຍກັບລະບົບໂຄກຊ້າ໊ອກອິນເຂົ້າຮອດບໍ່ໄດ້ປັບປຸງແດ່ເດີ້,0,1,0.585901,0,2.0,6924.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຂີ້ຮ້າຍຫຼາຍເນັດຫມົດເຂົ້າແອບບໍ່ໄດ້ບໍ່ຄືເຄືອຂ່າຍອື່ນໂຫຼດມາເພື່ອຫຍັງວະ,0,1,0.585901,0,2.0,6925.0
mbert-cross-validation,mbert,cross-validation,false_positive,ເວລາຄົນອື່ນແຊັດແລະໂທເຂົ້າບໍ່ແຈ້ງເຕື່ອນເລີຍ,0,1,0.585901,0,2.0,6932.0
mbert-cross-validation,mbert,cross-validation,false_positive,ຊັກຊ້າ,0,1,0.585901,0,2.0,6933.0
mbert-cross-validation,mbert,cross-validation,false_positive,ແອບບໍດີຜູ້ບ່າວບໍ່ຕອບ,0,1,0.585901,0,2.0,6941.0
